chart_version,output
8.3.4,"- docker.io/bitnami/elasticsearch:8.8.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r92
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.5.0
- docker.io/camunda/connectors-bundle:8.3.2
- docker.io/camunda/identity:8.3.4
- docker.io/camunda/operate:8.3.4
- docker.io/camunda/optimize:8.3.4
- docker.io/camunda/tasklist:8.3.4
- docker.io/camunda/zeebe:8.3.4
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.3.2
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.3.2
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.3.2"
8.3.3,"- docker.io/bitnami/elasticsearch:8.8.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r91
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.5.0
- docker.io/camunda/connectors-bundle:8.3.1
- docker.io/camunda/identity:8.3.3
- docker.io/camunda/operate:8.3.3
- docker.io/camunda/optimize:8.3.3
- docker.io/camunda/tasklist:8.3.3
- docker.io/camunda/zeebe:8.3.3
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.3.1
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.3.1
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.3.1"
8.3.2,"- docker.io/bitnami/elasticsearch:8.8.2
- docker.io/bitnami/keycloak:22.0.5
- docker.io/bitnami/os-shell:11-debian-11-r91
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.5.0
- docker.io/camunda/connectors-bundle:8.3.1
- docker.io/camunda/identity:8.3.2
- docker.io/camunda/operate:8.3.2
- docker.io/camunda/optimize:8.3.2
- docker.io/camunda/tasklist:8.3.2
- docker.io/camunda/zeebe:8.3.2
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.3.1
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.3.1
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.3.1"
8.3.1,"- docker.io/bitnami/elasticsearch:8.7.1
- docker.io/bitnami/keycloak:22.0.4
- docker.io/bitnami/os-shell:11-debian-11-r90
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.4.0
- docker.io/camunda/connectors-bundle:8.3.0
- docker.io/camunda/identity:8.3.1
- docker.io/camunda/operate:8.3.1
- docker.io/camunda/optimize:3.11.1
- docker.io/camunda/tasklist:8.3.1
- docker.io/camunda/zeebe:8.3.1
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.3.0
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.3.0
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.3.0"
8.3.0,"- docker.io/bitnami/elasticsearch:8.7.1
- docker.io/bitnami/keycloak:22.0.4
- docker.io/bitnami/os-shell:11-debian-11-r89
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.4.0
- docker.io/camunda/connectors-bundle:8.3.0
- docker.io/camunda/identity:8.3.0
- docker.io/camunda/operate:8.3.0
- docker.io/camunda/optimize:3.11.0
- docker.io/camunda/tasklist:8.3.0
- docker.io/camunda/zeebe:8.3.0
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.3.0
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.3.0
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.3.0"
8.2.34,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.26
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/camunda/connectors-bundle:0.23.2
- docker.io/camunda/identity:8.2.31
- docker.io/camunda/operate:8.2.31
- docker.io/camunda/optimize:8.2.14
- docker.io/camunda/tasklist:8.2.32
- docker.io/camunda/zeebe:8.2.32
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.20
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.20
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.20"
8.2.33,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.24
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.4.0
- docker.io/camunda/connectors-bundle:0.23.2
- docker.io/camunda/identity:8.2.31
- docker.io/camunda/operate:8.2.31
- docker.io/camunda/optimize:8.2.14
- docker.io/camunda/tasklist:8.2.32
- docker.io/camunda/zeebe:8.2.32
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.20
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.20
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.20"
8.2.32,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.23
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.4.0
- docker.io/camunda/connectors-bundle:0.23.2
- docker.io/camunda/identity:8.2.31
- docker.io/camunda/operate:8.2.30
- docker.io/camunda/optimize:8.2.14
- docker.io/camunda/tasklist:8.2.31
- docker.io/camunda/zeebe:8.2.31
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.19
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.19
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.19"
8.2.31,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.23
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.4.0
- docker.io/camunda/connectors-bundle:0.23.2
- docker.io/camunda/identity:8.2.30
- docker.io/camunda/operate:8.2.29
- docker.io/camunda/optimize:8.2.13
- docker.io/camunda/tasklist:8.2.30
- docker.io/camunda/zeebe:8.2.30
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.17
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.17
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.17"
8.2.30,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.22
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.4.0
- docker.io/camunda/connectors-bundle:0.23.2
- docker.io/camunda/identity:8.2.30
- docker.io/camunda/operate:8.2.28
- docker.io/camunda/optimize:8.2.12
- docker.io/camunda/tasklist:8.2.29
- docker.io/camunda/zeebe:8.2.29
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.16
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.16
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.16"
8.2.29,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.22
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.4.0
- docker.io/camunda/connectors-bundle:0.23.2
- docker.io/camunda/identity:8.2.29
- docker.io/camunda/operate:8.2.28
- docker.io/camunda/optimize:8.2.12
- docker.io/camunda/tasklist:8.2.29
- docker.io/camunda/zeebe:8.2.29
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.16
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.16
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.16"
8.2.28,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.21
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.4.0
- docker.io/camunda/connectors-bundle:0.23.2
- docker.io/camunda/identity:8.2.28
- docker.io/camunda/operate:8.2.27
- docker.io/camunda/optimize:8.2.10
- docker.io/camunda/tasklist:8.2.28
- docker.io/camunda/zeebe:8.2.28
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.15
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.15
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.15"
8.2.27,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.21
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.4.0
- docker.io/camunda/connectors-bundle:0.23.2
- docker.io/camunda/identity:8.2.27
- docker.io/camunda/operate:8.2.27
- docker.io/camunda/optimize:8.2.10
- docker.io/camunda/tasklist:8.2.27
- docker.io/camunda/zeebe:8.2.27
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.14
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.14
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.14"
8.2.26,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.18
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.4.0
- docker.io/camunda/connectors-bundle:0.23.2
- docker.io/camunda/identity:8.2.26
- docker.io/camunda/operate:8.2.26
- docker.io/camunda/optimize:8.2.9
- docker.io/camunda/tasklist:8.2.26
- docker.io/camunda/zeebe:8.2.26
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.13
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.13
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.13"
8.2.25,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.18
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.4.0
- docker.io/camunda/connectors-bundle:0.23.2
- docker.io/camunda/identity:8.2.25
- docker.io/camunda/operate:8.2.25
- docker.io/camunda/optimize:8.2.8
- docker.io/camunda/tasklist:8.2.25
- docker.io/camunda/zeebe:8.2.25
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.12
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.12
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.12"
8.2.24,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.18
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.4.0
- docker.io/camunda/connectors-bundle:0.23.2
- docker.io/camunda/identity:8.2.24
- docker.io/camunda/operate:8.2.24
- docker.io/camunda/optimize:8.2.7
- docker.io/camunda/tasklist:8.2.24
- docker.io/camunda/zeebe:8.2.24
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.11
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.11
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.11"
8.2.23,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.18
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.4.0
- docker.io/camunda/connectors-bundle:0.23.2
- docker.io/camunda/identity:8.2.23
- docker.io/camunda/operate:8.2.23
- docker.io/camunda/optimize:8.2.7
- docker.io/camunda/tasklist:8.2.23
- docker.io/camunda/zeebe:8.2.23
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.11
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.11
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.11"
8.2.22,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.18
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.4.0
- docker.io/camunda/connectors-bundle:0.23.2
- docker.io/camunda/identity:8.2.22
- docker.io/camunda/operate:8.2.22
- docker.io/camunda/optimize:3.10.7
- docker.io/camunda/tasklist:8.2.22
- docker.io/camunda/zeebe:8.2.22
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.11
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.11
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.11"
8.2.20,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.16
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.4.0
- docker.io/camunda/connectors-bundle:0.23.2
- docker.io/camunda/identity:8.2.20
- docker.io/camunda/operate:8.2.20
- docker.io/camunda/optimize:3.10.6
- docker.io/camunda/tasklist:8.2.20
- docker.io/camunda/zeebe:8.2.20
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.10
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.10
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.10"
8.2.19,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.16
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.4.0
- docker.io/camunda/connectors-bundle:0.23.2
- docker.io/camunda/identity:8.2.19
- docker.io/camunda/operate:8.2.19
- docker.io/camunda/optimize:3.10.6
- docker.io/camunda/tasklist:8.2.19
- docker.io/camunda/zeebe:8.2.19
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.9
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.9
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.9"
8.2.18,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.15
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.4.0
- docker.io/camunda/connectors-bundle:0.23.2
- docker.io/camunda/identity:8.2.18
- docker.io/camunda/operate:8.2.18
- docker.io/camunda/optimize:3.10.6
- docker.io/camunda/tasklist:8.2.18
- docker.io/camunda/zeebe:8.2.18
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.8
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.8
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.8"
8.2.17,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.13
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.4.0
- docker.io/camunda/connectors-bundle:0.23.2
- docker.io/camunda/identity:8.2.16
- docker.io/camunda/operate:8.2.16
- docker.io/camunda/optimize:3.10.6
- docker.io/camunda/tasklist:8.2.16
- docker.io/camunda/zeebe:8.2.16
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.6
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.6
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.6"
8.2.16,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.13
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.4.0
- docker.io/camunda/connectors-bundle:0.23.2
- docker.io/camunda/identity:8.2.16
- docker.io/camunda/operate:8.2.16
- docker.io/camunda/optimize:3.10.6
- docker.io/camunda/tasklist:8.2.16
- docker.io/camunda/zeebe:8.2.16
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.6
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.6
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.6"
8.2.15,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.10
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.4.0
- docker.io/camunda/connectors-bundle:0.23.2
- docker.io/camunda/identity:8.2.15
- docker.io/camunda/operate:8.2.15
- docker.io/camunda/optimize:3.10.5
- docker.io/camunda/tasklist:8.2.15
- docker.io/camunda/zeebe:8.2.15
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.6
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.6
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.6"
8.2.13,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.10
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.4.0
- docker.io/camunda/connectors-bundle:0.23.0
- docker.io/camunda/identity:8.2.13
- docker.io/camunda/operate:8.2.13
- docker.io/camunda/optimize:3.10.5
- docker.io/camunda/tasklist:8.2.13
- docker.io/camunda/zeebe:8.2.13
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.6
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.6
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.6"
8.2.12,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.10
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.4.0
- docker.io/camunda/connectors-bundle:0.22.1
- docker.io/camunda/identity:8.2.12
- docker.io/camunda/operate:8.2.12
- docker.io/camunda/optimize:3.10.3
- docker.io/camunda/tasklist:8.2.12
- docker.io/camunda/zeebe:8.2.12
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.5
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.5
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.5"
8.2.11,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.10
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.3.0
- docker.io/camunda/connectors-bundle:0.22.0
- docker.io/camunda/identity:8.2.11
- docker.io/camunda/operate:8.2.11
- docker.io/camunda/optimize:3.10.3
- docker.io/camunda/tasklist:8.2.11
- docker.io/camunda/zeebe:8.2.11
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.5
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.5
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.5"
8.2.10,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.10
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.3.0
- docker.io/camunda/connectors-bundle:0.21.4
- docker.io/camunda/identity:8.2.10
- docker.io/camunda/operate:8.2.10
- docker.io/camunda/optimize:3.10.3
- docker.io/camunda/tasklist:8.2.10
- docker.io/camunda/zeebe:8.2.10
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.4
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.4
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.4"
8.2.9,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.10
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.3.0
- docker.io/camunda/connectors-bundle:0.21.3
- docker.io/camunda/identity:8.2.9
- docker.io/camunda/operate:8.2.9
- docker.io/camunda/optimize:3.10.3
- docker.io/camunda/tasklist:8.2.9
- docker.io/camunda/zeebe:8.2.9
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.4
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.4
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.4"
8.2.8,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.10
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.3.0
- docker.io/camunda/connectors-bundle:0.21.1
- docker.io/camunda/identity:8.2.8
- docker.io/camunda/operate:8.2.8
- docker.io/camunda/optimize:3.10.2
- docker.io/camunda/tasklist:8.2.8
- docker.io/camunda/zeebe:8.2.8
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.4
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.4
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.4"
8.2.7,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.10
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.3.0
- docker.io/camunda/connectors-bundle:0.21.1
- docker.io/camunda/identity:8.2.8
- docker.io/camunda/operate:8.2.8
- docker.io/camunda/optimize:3.10.2
- docker.io/camunda/tasklist:8.2.8
- docker.io/camunda/zeebe:8.2.8
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.4
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.4
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.4"
8.2.6,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.10
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.3.0
- docker.io/camunda/connectors-bundle:0.20.2
- docker.io/camunda/identity:8.2.7
- docker.io/camunda/operate:8.2.7
- docker.io/camunda/optimize:3.10.2
- docker.io/camunda/tasklist:8.2.7
- docker.io/camunda/zeebe:8.2.7
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.4
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.4
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.4"
8.2.5,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.10
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.3.0
- docker.io/camunda/connectors-bundle:0.19.2
- docker.io/camunda/identity:8.2.5
- docker.io/camunda/operate:8.2.5
- docker.io/camunda/optimize:3.10.1
- docker.io/camunda/tasklist:8.2.5
- docker.io/camunda/zeebe:8.2.5
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.3
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.3
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.3"
8.2.4,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.10
- docker.io/bitnami/keycloak:19.0.3
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.1.0
- docker.io/camunda/connectors-bundle:0.19.2
- docker.io/camunda/identity:8.2.5
- docker.io/camunda/operate:8.2.5
- docker.io/camunda/optimize:3.10.1
- docker.io/camunda/tasklist:8.2.5
- docker.io/camunda/zeebe:8.2.5
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.3
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.3
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.3"
8.2.3,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.9
- docker.io/bitnami/keycloak:19.0.3-debian-11-r15
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.1.0-debian-11-r0
- docker.io/camunda/connectors-bundle:0.19.1
- docker.io/camunda/identity:8.2.4
- docker.io/camunda/operate:8.2.4
- docker.io/camunda/optimize:3.10.1
- docker.io/camunda/tasklist:8.2.4
- docker.io/camunda/zeebe:8.2.4
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.2
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.2
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.2"
8.2.2,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.9
- docker.io/bitnami/keycloak:19.0.3-debian-11-r15
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.1.0-debian-11-r0
- docker.io/camunda/connectors-bundle:0.18.2
- docker.io/camunda/identity:8.2.3
- docker.io/camunda/operate:8.2.3
- docker.io/camunda/optimize:3.10.0
- docker.io/camunda/tasklist:8.2.3
- docker.io/camunda/zeebe:8.2.3
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.1
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.1
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.1"
8.2.1,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.9
- docker.io/bitnami/keycloak:19.0.3-debian-11-r15
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.1.0-debian-11-r0
- docker.io/camunda/connectors-bundle:0.18.2
- docker.io/camunda/identity:8.2.3
- docker.io/camunda/operate:8.2.3
- docker.io/camunda/optimize:3.10.0
- docker.io/camunda/tasklist:8.2.3
- docker.io/camunda/zeebe:8.2.3
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.1
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.1
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.1"
8.2.0,"- docker.elastic.co/elasticsearch/elasticsearch:7.17.1
- docker.io/bitnami/keycloak:19.0.3-debian-11-r15
- docker.io/bitnami/postgresql:14.5.0-debian-11-r35
- docker.io/bitnami/postgresql:15.1.0-debian-11-r0
- docker.io/camunda/connectors-bundle:0.18.0
- docker.io/camunda/identity:8.2.0
- docker.io/camunda/operate:8.2.0
- docker.io/camunda/optimize:3.10.0
- docker.io/camunda/tasklist:8.2.0
- docker.io/camunda/zeebe:8.2.0
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.2.0
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.2.0
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.2.0"
10.4.8,"- docker.io/bitnami/elasticsearch:8.12.2
- docker.io/bitnami/keycloak:23.0.7
- docker.io/bitnami/os-shell:12-debian-12-r18
- docker.io/bitnami/postgresql:14.15.0-debian-12-r8
- docker.io/bitnami/postgresql:15.10.0-debian-12-r2
- docker.io/camunda/connectors-bundle:8.5.12
- docker.io/camunda/identity:8.5.11
- docker.io/camunda/operate:8.5.10
- docker.io/camunda/optimize:8.5.10
- docker.io/camunda/tasklist:8.5.11
- docker.io/camunda/zeebe:8.5.12
- registry.camunda.cloud/console/console-sm:8.5.113
- registry.camunda.cloud/web-modeler-ee/modeler-restapi:8.5.14
- registry.camunda.cloud/web-modeler-ee/modeler-webapp:8.5.14
- registry.camunda.cloud/web-modeler-ee/modeler-websockets:8.5.14"
